"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SPCS11",3.39584695854216e-87,1.02907613411858,0.883,0.546,5.61605170003703e-83,"3","SPCS1"
"RPN21",1.08846042445115e-86,0.848708776376397,0.726,0.292,1.80009584995732e-82,"3","RPN2"
"PIM21",4.45945782264379e-86,1.19084710613939,0.743,0.312,7.3750513470883e-82,"3","PIM2"
"SRPRB1",4.77541477781004e-85,0.491677745502112,0.475,0.116,7.89758095954224e-81,"3","SRPRB"
"SIL11",1.03546116278588e-81,0.462190276105388,0.422,0.095,1.71244567101529e-77,"3","SIL1"
"LGALS11",4.55711856969562e-81,1.03785244097829,0.802,0.345,7.53656269056262e-77,"3","LGALS1"
"KRTCAP21",1.66183222076923e-79,0.807226930548354,0.796,0.378,2.74833812670816e-75,"3","KRTCAP2"
"P4HB1",1.35364426541885e-77,0.818201301307898,0.735,0.326,2.2386568861497e-73,"3","P4HB"
"ARSA1",1.02663792566843e-75,0.404674034082869,0.363,0.076,1.69785380147045e-71,"3","ARSA"
"ARF41",1.30105520390952e-73,0.658275240737136,0.603,0.211,2.15168509622557e-69,"3","ARF4"
"ANKRD281",1.33313875473914e-73,0.602731357804348,0.422,0.104,2.20474487258759e-69,"3","ANKRD28"
"TMEM591",8.56810164307469e-72,0.77578953650958,0.849,0.485,1.41699264973169e-67,"3","TMEM59"
"SELM1",9.71576078791455e-70,0.657886211548161,0.606,0.22,1.60679251910531e-65,"3","SELM"
"PRDM11",3.1715454469506e-69,0.499498860267869,0.36,0.081,5.24510186016691e-65,"3","PRDM1"
"IGLV6-57",8.19178740679956e-69,0.935699376147153,0.285,0.052,1.35475780133651e-64,"3","IGLV6-57"
"TMED101",9.28942704096748e-69,0.663985615494809,0.707,0.308,1.5362854440352e-64,"3","TMED10"
"RP11-16E12.21",1.88558122327761e-68,0.405087379469157,0.335,0.07,3.1183742270565e-64,"3","RP11-16E12.2"
"TMEM2581",2.92005788798471e-67,0.792422104980194,0.872,0.555,4.82919173514912e-63,"3","TMEM258"
"JSRP11",2.55943509092023e-66,0.561312033161673,0.318,0.066,4.23279375336387e-62,"3","JSRP1"
"AQP3",1.40680047989028e-65,0.416138381347588,0.268,0.048,2.32656663364255e-61,"3","AQP3"
"CD271",4.16960847462689e-65,0.893464682648799,0.76,0.377,6.89569849533794e-61,"3","CD27"
"IGLC21",4.19801739048343e-65,3.38531155180677,0.911,0.699,6.94268116038149e-61,"3","IGLC2"
"TMED91",1.36933014226781e-64,0.744679617959938,0.737,0.367,2.26459818928251e-60,"3","TMED9"
"DNAJB111",6.66470009385186e-64,0.67322420173973,0.547,0.197,1.10220810152122e-59,"3","DNAJB11"
"TMEM2081",6.47060321726091e-63,0.513320954262367,0.525,0.174,1.07010836007061e-58,"3","TMEM208"
"NANS1",1.19296050430061e-61,0.488502233125522,0.439,0.129,1.97291808201234e-57,"3","NANS"
"GAS61",1.52969135099468e-61,0.300637824373345,0.279,0.054,2.529803556275e-57,"3","GAS6"
"SEC61G1",6.59780302831858e-61,0.875141497727639,0.802,0.474,1.09114466482333e-56,"3","SEC61G"
"SDC11",1.99743938234857e-60,0.398548534422529,0.302,0.063,3.30336525052806e-56,"3","SDC1"
"DSTN1",3.98057350066108e-60,0.43518451005467,0.441,0.13,6.5830724553933e-56,"3","DSTN"
"LGALS31",1.88399187835706e-59,0.443680815563767,0.374,0.097,3.11574576842691e-55,"3","LGALS3"
"IGLC31",7.82568872479025e-59,2.81537701174986,0.849,0.565,1.29421240130581e-54,"3","IGLC3"
"CALU",6.52396383375451e-58,0.320194606737992,0.31,0.07,1.07893313882632e-53,"3","CALU"
"UBE2J11",3.64337748588222e-57,0.847821023396998,0.651,0.314,6.02541768615202e-53,"3","UBE2J1"
"SPAG41",5.7234581384584e-57,0.282128398357299,0.254,0.049,9.46545506938251e-53,"3","SPAG4"
"GMPPB1",1.46268246890576e-56,0.394599075032617,0.349,0.09,2.41898426707635e-52,"3","GMPPB"
"DNAJC11",5.44934077725746e-56,0.446972530817135,0.43,0.132,9.01211977742839e-52,"3","DNAJC1"
"HDLBP1",6.36766571959093e-56,0.401301613754993,0.358,0.095,1.05308455670595e-51,"3","HDLBP"
"OSTC1",2.10280509408165e-55,0.65734111869692,0.631,0.28,3.47761906459223e-51,"3","OSTC"
"FAM46C1",1.22418846235893e-54,0.567844489118768,0.511,0.186,2.02456287904919e-50,"3","FAM46C"
"SRGN1",3.88995330710727e-54,0.697183768073244,0.816,0.469,6.433204779294e-50,"3","SRGN"
"CITED21",5.2756989408043e-54,0.92740146045225,0.478,0.174,8.72495090830214e-50,"3","CITED2"
"KDELR11",6.89201990033177e-54,0.486355936948801,0.536,0.198,1.13980225111687e-49,"3","KDELR1"
"TMED21",1.02719342931324e-52,0.614651829252374,0.718,0.376,1.69877249339823e-48,"3","TMED2"
"TRIB1",7.0542929538437e-52,0.404404457210016,0.271,0.06,1.16663896870667e-47,"3","TRIB1"
"SEC61A11",7.59999502672738e-52,0.414220050105792,0.385,0.115,1.25688717752017e-47,"3","SEC61A1"
"TRAM11",8.52532135827369e-52,0.615103922353534,0.648,0.308,1.4099176462313e-47,"3","TRAM1"
"CISD21",9.77189675420349e-52,0.441565851323343,0.455,0.153,1.61607628521017e-47,"3","CISD2"
"CCPG11",1.82686144845641e-51,0.37879285449963,0.346,0.095,3.02126346345722e-47,"3","CCPG1"
"SUB11",3.31036230672581e-51,1.05470325336365,0.883,0.655,5.47467718286315e-47,"3","SUB1"
"SPATS21",2.07299325221525e-50,0.366104820253669,0.374,0.11,3.42831624051358e-46,"3","SPATS2"
"SLC3A21",1.43548871520942e-49,0.579526401261128,0.511,0.201,2.37401123721334e-45,"3","SLC3A2"
"CADM11",9.18091160619405e-49,0.404133877960723,0.251,0.055,1.51833916143237e-44,"3","CADM1"
"HSD17B8",3.37556614845262e-48,0.297729390832896,0.274,0.065,5.58251129631094e-44,"3","HSD17B8"
"IGKC1",4.41351827672727e-48,2.51079522167709,0.978,0.934,7.29907652605157e-44,"3","IGKC"
"SLC35B11",1.49082378932623e-47,0.361404459757341,0.335,0.094,2.46552438278771e-43,"3","SLC35B1"
"LMAN21",2.78841547510797e-47,0.591976869434158,0.651,0.32,4.61148151273356e-43,"3","LMAN2"
"CYBA1",3.06854912280764e-46,0.629083111844005,0.98,0.975,5.07476653929928e-42,"3","CYBA"
"SPP1",5.4965471640168e-46,0.516903895342497,0.268,0.067,9.09018969985098e-42,"3","SPP1"
"SAR1B1",2.90971006520935e-45,0.322705924511928,0.338,0.098,4.81207850584323e-41,"3","SAR1B"
"DDOST1",1.07087880698226e-43,0.569240086351855,0.531,0.236,1.77101937098727e-39,"3","DDOST"
"TIMP11",1.28247244791135e-43,0.602889708658266,0.466,0.189,2.12095293435579e-39,"3","TIMP1"
"LINC001521",4.6517424968654e-43,0.451819506817659,0.439,0.156,7.693051741316e-39,"3","LINC00152"
"DERL11",4.75161250680357e-43,0.435503235650261,0.511,0.21,7.85821676375175e-39,"3","DERL1"
"CALR1",4.89378500926425e-42,0.778204724681915,0.777,0.475,8.09334164832121e-38,"3","CALR"
"TECR1",1.78355321671404e-41,0.411607810435935,0.553,0.243,2.94964030980169e-37,"3","TECR"
"IGLV3-11",8.56661024695869e-41,0.826449983274053,0.274,0.073,1.41674600264203e-36,"3","IGLV3-1"
"SEL1L1",2.52598826783833e-40,0.303176196522712,0.304,0.088,4.17747939735103e-36,"3","SEL1L"
"C15orf48",3.05668799379958e-40,0.341616755713048,0.285,0.08,5.05515060414574e-36,"3","C15orf48"
"PHPT11",6.65836077746967e-40,0.415477639566943,0.539,0.231,1.10115970537793e-35,"3","PHPT1"
"FTL1",1.00582331421539e-39,0.741749923216928,0.992,0.981,1.66343059704941e-35,"3","FTL"
"DNAJC31",1.80548935292638e-38,0.33831788225624,0.352,0.118,2.98591829186964e-34,"3","DNAJC3"
"LY961",8.00632997708369e-38,0.422289859143071,0.469,0.193,1.3240868516101e-33,"3","LY96"
"GLRX1",1.57365401969982e-37,0.579587268049066,0.536,0.252,2.60250901777957e-33,"3","GLRX"
"PLPP51",2.81758976315197e-37,0.409884820544284,0.534,0.235,4.65972995030073e-33,"3","PLPP5"
"RPS27L1",3.30605536851036e-37,0.499361732541017,0.743,0.433,5.46755436844244e-33,"3","RPS27L"
"SLC1A5",8.28521034821106e-37,0.28732944490299,0.251,0.068,1.37020808738715e-32,"3","SLC1A5"
"IFNAR21",9.18168545282024e-36,0.329281510151925,0.349,0.121,1.51846714018741e-31,"3","IFNAR2"
"TPST21",1.15923388509775e-35,0.390549049842472,0.36,0.13,1.91714099917466e-31,"3","TPST2"
"DAD11",1.63187829872384e-35,0.566590118171443,0.757,0.494,2.69880033042948e-31,"3","DAD1"
"RTN3",3.90881085842771e-35,0.278088660285915,0.296,0.093,6.46439139766775e-31,"3","RTN3"
"TMEM205",1.13594496319178e-34,0.308215773930816,0.358,0.128,1.87862578012657e-30,"3","TMEM205"
"LAMP2",1.60098632120301e-34,0.29099557356105,0.33,0.112,2.64771117800554e-30,"3","LAMP2"
"KLF131",2.58685156876664e-34,0.357144720935954,0.399,0.155,4.27813512442628e-30,"3","KLF13"
"CHID11",8.44481789384859e-34,0.283964962582383,0.299,0.096,1.39660398328468e-29,"3","CHID1"
"NEAT11",1.31267648759377e-33,0.797087634509287,0.709,0.464,2.17090437518257e-29,"3","NEAT1"
"UQCRQ1",1.46146867013597e-33,0.496033215937987,0.746,0.468,2.41697688667087e-29,"3","UQCRQ"
"SEC14L11",2.84609589481244e-33,0.315002166326289,0.318,0.109,4.70687339084081e-29,"3","SEC14L1"
"GSTP11",5.01499649151754e-33,0.659522507042885,0.676,0.398,8.2938011976717e-29,"3","GSTP1"
"IGHD1",5.98188054670567e-33,1.0064177270497,0.047,0.363,9.89283404814184e-29,"3","IGHD"
"C10orf541",3.03266702107832e-32,0.325773569191244,0.413,0.167,5.01542471945932e-28,"3","C10orf54"
"NEU1",3.11730126832343e-32,0.258342859131397,0.293,0.095,5.15539283755329e-28,"3","NEU1"
"SEC13",8.692943327364e-32,0.335253104401379,0.352,0.133,1.43763896747946e-27,"3","SEC13"
"ZBP11",1.05949143540162e-31,0.326104176082905,0.358,0.133,1.7521869358672e-27,"3","ZBP1"
"MLEC1",1.45091670918431e-31,0.322038067775358,0.332,0.121,2.39952605364902e-27,"3","MLEC"
"REEP51",7.68708539946285e-31,0.437147444108278,0.668,0.386,1.27129018336317e-26,"3","REEP5"
"TYMP1",9.22643504330283e-31,0.523608598752261,0.665,0.375,1.52586782746142e-26,"3","TYMP"
"NPC21",1.55853665834978e-30,0.503357810187009,0.696,0.417,2.57750792557887e-26,"3","NPC2"
"ERGIC31",2.79809628827531e-30,0.439179203545977,0.578,0.31,4.62749164154971e-26,"3","ERGIC3"
"COPE1",2.9497958572569e-30,0.500778493991542,0.732,0.484,4.87837238873146e-26,"3","COPE"
"PLD31",4.44450297654392e-30,0.294402861558048,0.318,0.115,7.35031902260834e-26,"3","PLD3"
"IFI61",5.55781959830542e-30,0.729779220194777,0.52,0.263,9.19152205167751e-26,"3","IFI6"
"ATF41",7.02027119103356e-30,0.489589068081941,0.634,0.367,1.16101244957313e-25,"3","ATF4"
"LMNA",8.72380088858558e-30,0.348470248039209,0.321,0.114,1.44274219095428e-25,"3","LMNA"
"CNPY21",1.36843386809584e-29,0.3633653095881,0.525,0.261,2.26311593105691e-25,"3","CNPY2"
"BTG21",2.43761504447e-29,0.854997477298003,0.601,0.367,4.03132776054448e-25,"3","BTG2"
"LRPAP11",2.88487871600263e-28,0.352189882051822,0.48,0.231,4.77101242052515e-24,"3","LRPAP1"
"NDUFB71",3.92207681561979e-28,0.372732152205963,0.609,0.339,6.48633063767201e-24,"3","NDUFB7"
"RAB1A1",1.39658504170184e-27,0.326101182626037,0.366,0.152,2.3096723419665e-23,"3","RAB1A"
"ICAM2",2.22229526204186e-27,0.29797460592968,0.388,0.165,3.67523190436483e-23,"3","ICAM2"
"CUTA1",3.26018169534846e-27,0.460203356569905,0.726,0.477,5.39168848776728e-23,"3","CUTA"
"YIF1A",1.20463515197478e-26,0.2966294767058,0.344,0.14,1.99222561433589e-22,"3","YIF1A"
"SRM1",4.40556422551292e-26,0.372864774203555,0.405,0.182,7.28592211615326e-22,"3","SRM"
"TXN1",8.66885861123219e-26,0.334058631857382,0.536,0.278,1.43365583712558e-21,"3","TXN"
"LRRC59",2.57412542115576e-25,0.285566208942946,0.285,0.107,4.25708862150739e-21,"3","LRRC59"
"FCRL5",3.21706651195932e-25,0.28565646401178,0.433,0.199,5.32038459747833e-21,"3","FCRL5"
"CST31",3.22041019339481e-25,0.292823255757208,0.293,0.112,5.32591437783633e-21,"3","CST3"
"OS91",3.27459798923536e-25,0.349438426630684,0.461,0.232,5.41553015459744e-21,"3","OS9"
"HIST1H1C1",4.08114043088859e-25,0.558581542784091,0.394,0.184,6.74939004460355e-21,"3","HIST1H1C"
"COX5A1",4.34157598051453e-25,0.396834421073106,0.662,0.409,7.18009835657493e-21,"3","COX5A"
"SDF41",1.13870826051781e-24,0.295068937012863,0.383,0.173,1.88319572124436e-20,"3","SDF4"
"UFM11",1.70267853956977e-24,0.360320836344638,0.447,0.223,2.81588976874048e-20,"3","UFM1"
"ACADVL1",3.03295338175938e-24,0.319377894563891,0.397,0.183,5.01589830275367e-20,"3","ACADVL"
"SOCS31",3.77087717769853e-24,0.591955744607939,0.332,0.146,6.23627667647783e-20,"3","SOCS3"
"CCDC1671",5.34992862962367e-24,0.321492621052638,0.377,0.17,8.84771196767163e-20,"3","CCDC167"
"TMBIM61",5.65070438078084e-24,0.484340050430839,0.835,0.638,9.34513490493534e-20,"3","TMBIM6"
"BSG1",2.3249513177797e-23,0.348463890765907,0.573,0.333,3.84500448934406e-19,"3","BSG"
"VKORC11",5.56308941094662e-23,0.257840655216243,0.327,0.138,9.20023726782352e-19,"3","VKORC1"
"ST6GALNAC4",1.22723685879084e-22,0.256347948605478,0.288,0.114,2.02960431706829e-18,"3","ST6GALNAC4"
"SRPRA",1.39624402406754e-22,0.265287673054502,0.377,0.173,2.3091083670029e-18,"3","SRPRA"
"CD381",1.56263228941689e-22,0.283267115945132,0.26,0.097,2.58428128023765e-18,"3","CD38"
"PDIA31",6.33715502573578e-22,0.419631083700937,0.645,0.417,1.04803869815618e-17,"3","PDIA3"
"MESDC2",6.41899523423557e-22,0.278977040215987,0.36,0.165,1.06157343183788e-17,"3","MESDC2"
"GUK11",8.31923382643181e-22,0.361796885077207,0.687,0.442,1.37583489021529e-17,"3","GUK1"
"AUP1",3.53852640976953e-21,0.279649950333435,0.497,0.267,5.85201497647685e-17,"3","AUP1"
"TYROBP1",7.42711319309217e-21,0.251698220352898,0.268,0.106,1.22829597987358e-16,"3","TYROBP"
"SSR11",7.68644745403422e-21,0.33453585240295,0.422,0.22,1.27118467994818e-16,"3","SSR1"
"PSAP1",8.5716157593486e-21,0.333748116854475,0.682,0.432,1.41757381428107e-16,"3","PSAP"
"CD3D1",5.16071062095836e-20,0.263220388049322,0.472,0.25,8.53478322494094e-16,"3","CD3D"
"SERP1",1.55710504975108e-19,0.501265786664487,0.81,0.66,2.57514033127834e-15,"3","SERP1"
"RP11-160E2.6",2.17524314261719e-19,0.29568263862893,0.33,0.152,3.5974171092603e-15,"3","RP11-160E2.6"
"S100A91",2.59149935597034e-18,0.395277803909651,0.363,0.189,4.28582163490374e-14,"3","S100A9"
"ZNF7061",4.38281159380895e-18,0.338784015668187,0.587,0.383,7.24829381384125e-14,"3","ZNF706"
"IGHM",4.46823253780933e-18,4.45984271400911,0.263,0.545,7.38956297102906e-14,"3","IGHM"
"S100A81",6.40758765704127e-18,0.437738032779877,0.363,0.196,1.05968684672149e-13,"3","S100A8"
"NDUFB6",8.57670011983421e-18,0.265851697156452,0.402,0.21,1.41841466581818e-13,"3","NDUFB6"
"VIM1",3.49764059105521e-17,0.689294228000635,0.785,0.636,5.7843980094871e-13,"3","VIM"
"PSENEN",9.11811216215011e-17,0.271834781329086,0.408,0.225,1.50795338937639e-12,"3","PSENEN"
"B2M1",5.49002453554551e-16,0.381944898650327,1,1,9.07940257688516e-12,"3","B2M"
"TOR3A1",9.13254936017809e-16,0.284305217250335,0.358,0.19,1.51034101318625e-11,"3","TOR3A"
"POLR2L1",1.13644931382773e-15,0.275232027897974,0.64,0.426,1.8794598752083e-11,"3","POLR2L"
"CXCL81",2.51868683478086e-15,0.400955664479028,0.36,0.199,4.16540428736059e-11,"3","CXCL8"
"ATRAID1",2.52294321408646e-15,0.260731084463638,0.469,0.284,4.17244348745618e-11,"3","ATRAID"
"COX7A21",2.83242704607078e-15,0.372341427773411,0.824,0.667,4.68426784879185e-11,"3","COX7A2"
"NDUFA12",3.00665139861105e-15,0.292105754903576,0.735,0.537,4.97240008302295e-11,"3","NDUFA1"
"ANXA21",3.32188850002016e-15,0.366085662809031,0.425,0.251,5.49373920133333e-11,"3","ANXA2"
"ATP6V0B1",3.94437041237522e-15,0.30800898136389,0.556,0.364,6.52319978798614e-11,"3","ATP6V0B"
"MIF1",5.82619465164349e-15,0.375448995304392,0.788,0.635,9.63536071488801e-11,"3","MIF"
"IDH21",7.68417380106486e-15,0.305147533050804,0.411,0.237,1.27080866322011e-10,"3","IDH2"
"SSR21",1.0147387231661e-14,0.365234400361817,0.768,0.602,1.6781749003721e-10,"3","SSR2"
"NDUFC21",1.73385829899151e-14,0.253706752866969,0.528,0.336,2.86745485487216e-10,"3","NDUFC2"
"RGS11",2.71143083465011e-14,0.780038686848018,0.617,0.445,4.48416431434435e-10,"3","RGS1"
"ISG201",1.35950547238803e-13,0.481506801633885,0.746,0.595,2.24835015023532e-09,"3","ISG20"
"LYZ1",3.02117757255002e-13,0.292863082728172,0.271,0.142,4.99642346948322e-09,"3","LYZ"
"PRDX51",5.37537881745766e-13,0.295596621520291,0.606,0.438,8.88980148831149e-09,"3","PRDX5"
"TPD52",2.99843950610669e-12,0.267422247134058,0.497,0.333,4.95881925519925e-08,"3","TPD52"
"RPL36AL1",3.38894682923996e-12,0.314958401448857,0.908,0.837,5.60464026619705e-08,"3","RPL36AL"
"POU2AF1",9.92264941520328e-12,0.274727817083108,0.453,0.294,1.64100776028632e-07,"3","POU2AF1"
"EMP3",2.54069650867399e-11,0.267492367530762,0.637,0.466,4.20180388604505e-07,"3","EMP3"
"JTB",4.72671836619618e-11,0.25389737404992,0.628,0.469,7.81704683401524e-07,"3","JTB"
"NDUFB111",8.62837389768853e-11,0.251171568590877,0.656,0.499,1.42696047519973e-06,"3","NDUFB11"
"HLA-C1",1.3563154241557e-10,0.453853644896285,0.989,0.991,2.24307444846869e-06,"3","HLA-C"
"OST4",6.6238114325711e-10,0.325628792395173,0.863,0.769,1.09544593471861e-05,"3","OST4"
"S100A61",1.10834980145906e-08,0.276325112106042,0.665,0.522,0.000183298890165299,"3","S100A6"
"EAF2",1.79063801514053e-07,0.257888902261902,0.338,0.227,0.0029613571494394,"3","EAF2"
"H1FX1",2.11870099916442e-06,0.312117856471131,0.271,0.179,0.0350390771241811,"3","H1FX"
"IER21",2.65771231205732e-06,0.58626838931259,0.606,0.535,0.043953246216804,"3","IER2"
"HLA-B1",7.68328880842984e-05,0.31132239109187,1,0.999,1,"3","HLA-B"
"ISG152",0.000110502495957714,0.293655786849412,0.458,0.365,1,"3","ISG15"
"WDR74",0.000118171464604613,0.270712652221231,0.251,0.182,1,"3","WDR74"
"CD79A1",0.000332155600702364,0.29502329625242,0.841,0.933,1,"3","CD79A"
"HSPA1A",0,3.70468717111231,0.968,0.137,0,"4","HSPA1A"
"HSPA1B",0,3.26910038434841,0.929,0.134,0,"4","HSPA1B"
"DNAJB1",1.09338501349333e-294,2.93864636523621,0.929,0.185,1.80824013531527e-290,"4","DNAJB1"
"HSPH1",8.76064401508311e-272,1.45995255946898,0.727,0.092,1.44883530721444e-267,"4","HSPH1"
"HSPA6",1.33136087642707e-222,2.41146454417038,0.393,0.025,2.20180461743509e-218,"4","HSPA6"
"HSPB1",4.86143457211726e-190,2.38184635191135,0.815,0.198,8.03984049536753e-186,"4","HSPB1"
"HSP90AA1",2.4905146197081e-178,3.32165517105357,0.99,0.61,4.11881307807326e-174,"4","HSP90AA1"
"DNAJB4",1.37186042383911e-162,0.485002121433582,0.312,0.022,2.26878276894512e-158,"4","DNAJB4"
"HSPE1",2.30829948918923e-150,1.68782592922493,0.932,0.429,3.81746569522115e-146,"4","HSPE1"
"CACYBP",4.50781864496539e-142,1.15080455237063,0.744,0.199,7.45503047504376e-138,"4","CACYBP"
"IER5",1.09007075657743e-117,1.25991100949646,0.607,0.146,1.80275901722776e-113,"4","IER5"
"DNAJA1",3.70029659396544e-114,1.11321861238395,0.789,0.272,6.11955050710005e-110,"4","DNAJA1"
"HSPD1",1.22898644850224e-105,1.02269782455118,0.75,0.263,2.03249778853301e-101,"4","HSPD1"
"HSP90AB1",2.46750915148914e-90,1.21278015015445,0.955,0.675,4.08076663473273e-86,"4","HSP90AB1"
"HSPA8",8.56328046265272e-81,1.26811278971386,0.925,0.665,1.41619532291351e-76,"4","HSPA8"
"MTRNR2L12",7.37056122627119e-80,0.713985068066579,0.597,0.181,1.21894341560073e-75,"4","MTRNR2L12"
"RPL30",2.94584925542558e-77,0.772971623009294,1,0.991,4.87184549862283e-73,"4","RPL30"
"IL1B",3.31740990257487e-69,0.432692166164912,0.38,0.081,5.48633249687832e-65,"4","IL1B"
