"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL381",5.7972259645867e-65,0.746497097283299,1,0.973,9.58745230023348e-61,"4","RPL38"
"FKBP4",7.5771173915535e-63,0.555291493392459,0.357,0.081,1.25310367421512e-58,"4","FKBP4"
"CXCL82",1.73164568607883e-62,0.558620955558574,0.584,0.189,2.86379563563716e-58,"4","CXCL8"
"RPL37",2.32639203681932e-60,0.693219994109351,1,0.989,3.8473871504918e-56,"4","RPL37"
"RPS291",7.36313079780517e-60,0.633483640004536,1,0.997,1.21771457134102e-55,"4","RPS29"
"DEDD2",1.25915186807436e-59,0.498036487414631,0.435,0.122,2.08238535942137e-55,"4","DEDD2"
"RPL37A",8.14586151235852e-59,0.667306655528919,1,0.993,1.34716257691385e-54,"4","RPL37A"
"TPT1",8.43099118724084e-59,0.703863489894872,1,0.992,1.39431732254589e-54,"4","TPT1"
"RPS20",9.14877836120162e-59,0.712452259266974,1,0.986,1.51302496537552e-54,"4","RPS20"
"RPL28",2.4604798805522e-58,0.668721181483563,1,0.995,4.06914162645722e-54,"4","RPL28"
"S100A92",2.46458294938569e-55,0.53659649718901,0.542,0.182,4.07592728169406e-51,"4","S100A9"
"CHORDC1",1.40733211775825e-53,0.391054010152602,0.383,0.101,2.32744585634859e-49,"4","CHORDC1"
"RPLP21",2.98368581370894e-53,0.599664586829538,1,0.998,4.93441959871184e-49,"4","RPLP2"
"RPS21",3.00315496265113e-52,0.661613604629256,1,0.967,4.96661767723244e-48,"4","RPS21"
"RPS11",2.25497645092437e-51,0.598969674735447,1,0.985,3.72928005453872e-47,"4","RPS11"
"RPS25",9.73362942304188e-50,0.563824206107594,1,0.992,1.60974763398267e-45,"4","RPS25"
"UBB",1.72813689334203e-49,0.742029915737586,0.977,0.875,2.85799279420905e-45,"4","UBB"
"S100A82",2.91240333590464e-49,0.474531184216396,0.536,0.189,4.8165326369191e-45,"4","S100A8"
"RPS27",3.00063609869035e-49,0.513507110069495,1,1,4.96245198001409e-45,"4","RPS27"
"RPL31",1.82213488711075e-48,0.579738882178312,1,0.993,3.01344667630375e-44,"4","RPL31"
"RPL361",3.01573022501289e-48,0.549773665041584,1,0.99,4.98741464612631e-44,"4","RPL36"
"FAU",1.20313289703788e-47,0.502699869635784,1,0.991,1.98974118512125e-43,"4","FAU"
"ZFAND2A",6.56436425123662e-46,0.432425110480239,0.279,0.065,1.08561455986951e-41,"4","ZFAND2A"
"UBC",2.17593193301538e-45,0.959944304096687,0.971,0.919,3.59855623082083e-41,"4","UBC"
"RPS231",4.46862456743155e-45,0.571750792093597,1,0.993,7.3902113096183e-41,"4","RPS23"
"AHSA1",3.3524704941546e-44,0.460862342215734,0.435,0.15,5.54431570323287e-40,"4","AHSA1"
"CD831",2.11118508166984e-43,0.787052322077434,0.669,0.332,3.49147788806557e-39,"4","CD83"
"ZNF90",5.69192557044286e-43,0.624765208215702,0.867,0.51,9.4133065083984e-39,"4","ZNF90"
"XAF1",1.30804145265927e-41,0.456013026091829,0.425,0.145,2.1632389544079e-37,"4","XAF1"
"RPL23A",3.82677078921563e-41,0.512142547566571,1,0.994,6.32871353120481e-37,"4","RPL23A"
"TOMM71",4.81082897244685e-41,0.58134254051084,0.968,0.836,7.9561489546326e-37,"4","TOMM7"
"CD371",5.25066109639155e-40,0.617724708766176,0.974,0.813,8.68354332121234e-36,"4","CD37"
"CD481",3.04968580747453e-39,0.636448033196566,0.903,0.611,5.04357038840138e-35,"4","CD48"
"RPL9",1.60947718991663e-38,0.502736277140214,1,0.992,2.66175337668413e-34,"4","RPL9"
"TXNIP",2.76160728684603e-38,0.729752624178863,0.873,0.595,4.56714613098596e-34,"4","TXNIP"
"DDIT3",1.6741320809283e-37,0.343883315378858,0.282,0.076,2.76867963543923e-33,"4","DDIT3"
"HLA-B2",2.12518420488543e-37,0.452083493760751,1,0.999,3.51462963803952e-33,"4","HLA-B"
"RPL36A1",2.1260709491283e-36,0.56757799384343,0.994,0.934,3.51609613566838e-32,"4","RPL36A"
"GGA2",1.50463715144452e-35,0.46668864691722,0.597,0.284,2.48836892105896e-31,"4","GGA2"
"RPS12",2.82120563498288e-34,0.559259709753274,1,0.997,4.66570987913468e-30,"4","RPS12"
"MALAT1",3.75790702516742e-34,0.428660120181614,1,0.999,6.21482663822188e-30,"4","MALAT1"
"RPS101",4.43378491680317e-34,0.504938467188749,0.997,0.947,7.33259349540909e-30,"4","RPS10"
"RPL19",7.86475470713343e-34,0.4518327615539,1,0.995,1.30067313346573e-29,"4","RPL19"
"RPL221",3.36889533022793e-33,0.475685074669623,0.994,0.961,5.57147909713095e-29,"4","RPL22"
"MYLIP",1.48841787237709e-32,0.447393962886765,0.373,0.137,2.46154547733723e-28,"4","MYLIP"
"RPL41",1.53578894579231e-32,0.401999757302789,1,1,2.53988775855133e-28,"4","RPL41"
"RPL27A1",1.69516632979263e-32,0.432309913746007,1,0.996,2.80346607621105e-28,"4","RPL27A"
"PTGES3",3.90129561968871e-32,0.477250112400123,0.76,0.449,6.45196269584119e-28,"4","PTGES3"
"MRPL18",7.37448077603005e-32,0.405147028336767,0.416,0.167,1.21959163073985e-27,"4","MRPL18"
"RPL121",1.01312556793551e-30,0.446503435091329,1,0.991,1.67550706425174e-26,"4","RPL12"
"RPS281",1.17267925369309e-30,0.4041370066802,1,0.996,1.93937694975764e-26,"4","RPS28"
"RPL261",3.12635458828669e-30,0.416662432523132,1,0.993,5.17036521810853e-26,"4","RPL26"
"CLK1",9.57074954301821e-30,0.485294023556285,0.581,0.305,1.58281055942435e-25,"4","CLK1"
"RPL32",1.42285814550585e-29,0.42039755012081,1,0.997,2.35312280103757e-25,"4","RPL32"
"SOD1",2.14510412449824e-29,0.503030991172665,0.734,0.47,3.54757320109519e-25,"4","SOD1"
"RPS13",6.28772108208841e-29,0.42753690012995,1,0.987,1.03986331255578e-24,"4","RPS13"
"RPL27",6.86250693268874e-29,0.444363686390091,1,0.981,1.13492139652806e-24,"4","RPL27"
"RPL141",7.19798727428297e-29,0.416478741925073,1,0.984,1.19040313542092e-24,"4","RPL14"
"RPL231",9.93370001417766e-29,0.47569053817483,1,0.94,1.6428353083447e-24,"4","RPL23"
"RPL35A",2.05114336960373e-28,0.400891858422711,1,0.994,3.39218090465064e-24,"4","RPL35A"
"PMAIP1",1.60667698757397e-27,0.479380288156149,0.513,0.255,2.65712240204983e-23,"4","PMAIP1"
"RPS24",1.62338894184062e-27,0.396666914581169,1,0.98,2.68476063201602e-23,"4","RPS24"
"NBEAL11",4.70597427095277e-27,0.478163690788102,0.974,0.773,7.78274024930169e-23,"4","NBEAL1"
"RPL21",6.40356866724898e-27,0.374997081859447,1,0.998,1.05902218618964e-22,"4","RPL21"
"EBLN3",9.2662916268683e-27,0.418933291435779,0.51,0.249,1.53245930925148e-22,"4","EBLN3"
"RPL291",2.02077366383829e-26,0.392683427613953,1,0.988,3.34195548525576e-22,"4","RPL29"
"STIP1",1.06061904083297e-25,0.300034624200064,0.302,0.109,1.75405176972957e-21,"4","STIP1"
"RPL17",1.6060431150251e-25,0.435385375039207,0.977,0.866,2.6560741036285e-21,"4","RPL17"
"COX7C",1.77273424920254e-25,0.417726047831655,0.971,0.898,2.93174790133116e-21,"4","COX7C"
"RPS16",6.84421620463597e-25,0.369083684996331,1,0.993,1.1318964759227e-20,"4","RPS16"
"RPL24",6.92404032661834e-25,0.38364064837842,0.997,0.965,1.14509778921614e-20,"4","RPL24"
"RPS27A",1.57635150827556e-24,0.357057292643796,1,0.997,2.60697012438613e-20,"4","RPS27A"
"AC090498.11",2.29081991580203e-24,0.457296420905988,0.955,0.803,3.78855797675341e-20,"4","AC090498.1"
"SOD2",6.35590204272421e-24,0.316238102664384,0.383,0.164,1.05113907982573e-19,"4","SOD2"
"CWF19L2",9.72769261404706e-24,0.315472277327943,0.354,0.147,1.6087658045111e-19,"4","CWF19L2"
"CCT4",9.86252642608425e-24,0.390821590575173,0.526,0.28,1.63106462034581e-19,"4","CCT4"
"UBA52",1.03704476022421e-23,0.374522619369324,1,0.978,1.71506462445879e-19,"4","UBA52"
"EIF4A2",1.74562547367129e-23,0.455589412065243,0.883,0.69,2.88691540835758e-19,"4","EIF4A2"
"RPL35",2.70445060011038e-23,0.355764383206268,1,0.994,4.47262040246255e-19,"4","RPL35"
"NACA",2.94030182022018e-23,0.39036165373969,0.994,0.944,4.86267115028014e-19,"4","NACA"
"GADD45B",3.00602016875871e-23,0.704717623547302,0.523,0.286,4.97135615509316e-19,"4","GADD45B"
"NAP1L11",3.39476129876308e-23,0.450119471708277,0.886,0.644,5.61425623589438e-19,"4","NAP1L1"
"FTH1",3.99995145739607e-23,0.272362625457512,1,0.994,6.61511972024162e-19,"4","FTH1"
"RPL13A",4.88845852335796e-23,0.36281948296625,1,0.999,8.0845327059294e-19,"4","RPL13A"
"RPL11",8.2686039079899e-23,0.347220597303652,1,0.997,1.36746171430337e-18,"4","RPL11"
"ID3",1.24756295603153e-22,0.576120322187359,0.406,0.195,2.06321961668494e-18,"4","ID3"
"C6orf48",1.80253113394595e-22,0.42035383958763,0.744,0.48,2.98102598931981e-18,"4","C6orf48"
"STK17A",4.50008904873862e-22,0.427919448913417,0.782,0.534,7.44224726880393e-18,"4","STK17A"
"SAMSN1",4.50333832400736e-22,0.444823643804639,0.487,0.258,7.44762092024338e-18,"4","SAMSN1"
"LNPEP",4.59732767241541e-22,0.340875153738702,0.37,0.166,7.6030605046406e-18,"4","LNPEP"
"RPS15",1.0758594573746e-21,0.316191408486491,1,0.997,1.77925637060611e-17,"4","RPS15"
"RPL7A",1.69235020233374e-21,0.343065691894209,1,0.985,2.79880876461954e-17,"4","RPL7A"
"TCP1",2.71548325580297e-21,0.325476140262514,0.416,0.2,4.49086620844695e-17,"4","TCP1"
"RPSA1",7.8059818341103e-21,0.387000037146829,0.997,0.973,1.29095327572516e-16,"4","RPSA"
"RPS171",8.08078805639974e-21,0.336920617600809,1,0.995,1.33640072876739e-16,"4","RPS17"
"CDC42EP3",8.11524738415349e-21,0.316408129961892,0.256,0.096,1.3420996123913e-16,"4","CDC42EP3"
"ZFAS11",1.01285857044034e-20,0.436944015893837,0.867,0.636,1.67506550379424e-16,"4","ZFAS1"
"RPLP1",1.05973759011524e-20,0.333561337796474,1,1,1.75259402653258e-16,"4","RPLP1"
"PNRC2",2.7914384512884e-20,0.319628525863086,0.438,0.221,4.61648091074075e-16,"4","PNRC2"
"IRF8",7.92521242501884e-20,0.424381407813014,0.692,0.46,1.31067163084962e-15,"4","IRF8"
"GLTSCR21",2.15435227841765e-19,0.423448106736755,0.951,0.827,3.5628677980471e-15,"4","GLTSCR2"
"MS4A11",2.18519466919171e-19,0.420749333361719,0.948,0.761,3.61387494390925e-15,"4","MS4A1"
"EEF1A1",2.76366645188202e-19,0.343407786675645,1,0.999,4.57055157812248e-15,"4","EEF1A1"
"MUM1",6.75074044926343e-19,0.25591370757093,0.282,0.116,1.11643745549919e-14,"4","MUM1"
"PLEKHF2",6.96324211218258e-19,0.311413257354934,0.425,0.216,1.15158098051275e-14,"4","PLEKHF2"
"PPP1R2",1.07489007048804e-18,0.405608407684384,0.516,0.311,1.77765319857312e-14,"4","PPP1R2"
"TAF1D",1.128211972911e-18,0.331277316583322,0.549,0.314,1.86583696080021e-14,"4","TAF1D"
"ST13",5.52978592994811e-18,0.373611618988403,0.649,0.434,9.14515997094819e-14,"4","ST13"
"RAC21",6.05813587333841e-18,0.383289065412048,0.867,0.687,1.00189451073271e-13,"4","RAC2"
"IFI44L1",1.14990909302762e-17,0.273066104096052,0.409,0.198,1.90171965804908e-13,"4","IFI44L"
"AIM21",1.69341959152299e-17,0.342143301263773,0.338,0.162,2.80057732046072e-13,"4","AIM2"
"TAF7",2.12869127434088e-17,0.365663729829257,0.62,0.403,3.52042962950495e-13,"4","TAF7"
"MRPL44",2.96662109731173e-17,0.277007178029363,0.289,0.125,4.90619797073414e-13,"4","MRPL44"
"C8orf59",4.03078076371853e-17,0.297877177045268,0.523,0.305,6.6661052270377e-13,"4","C8orf59"
"FCMR1",5.78706364308123e-17,0.35984200726852,0.555,0.332,9.57064585292774e-13,"4","FCMR"
"NFKBIE",1.22977711319183e-16,0.275207809002213,0.256,0.108,2.03380538979665e-12,"4","NFKBIE"
"RPL18",1.27093708646476e-16,0.295905103115985,1,0.99,2.10187575359542e-12,"4","RPL18"
"RAN",1.78185608736404e-16,0.304383713101936,0.721,0.493,2.94683359728265e-12,"4","RAN"
"CHI3L21",1.79307059065988e-16,0.445594981465416,0.442,0.241,2.96538014283332e-12,"4","CHI3L2"
"HNRNPC",1.97971343358026e-16,0.324471671080245,0.756,0.531,3.27405007645504e-12,"4","HNRNPC"
"RPS18",2.25306052660824e-16,0.316029849231353,1,0.999,3.7261114989047e-12,"4","RPS18"
"LSM14A",2.43642270392115e-16,0.316141243825652,0.494,0.282,4.0293558677448e-12,"4","LSM14A"
"SWAP70",2.57644970575564e-16,0.335543707828745,0.494,0.294,4.26093252337867e-12,"4","SWAP70"
"RP11-255M2.3",2.58970739020489e-16,0.285293426272865,0.494,0.277,4.28285808192084e-12,"4","RP11-255M2.3"
"NHSL2",2.62447677828602e-16,0.284194510907496,0.481,0.267,4.34035969592941e-12,"4","NHSL2"
"ANP32B",3.0964488013657e-16,0.321084419314166,0.646,0.428,5.1209070276986e-12,"4","ANP32B"
"EEF1B21",3.52645541507456e-16,0.368455187096293,0.981,0.907,5.83205196545031e-12,"4","EEF1B2"
"TRMT112",4.9831621569342e-16,0.371613855978938,0.737,0.565,8.24115357513779e-12,"4","TRMT112"
"KMT2E",5.19008346568955e-16,0.304049041466855,0.614,0.396,8.58336003555738e-12,"4","KMT2E"
"LYSMD2",6.44416550653187e-16,0.275655120221535,0.406,0.215,1.06573609147024e-11,"4","LYSMD2"
"SNHG7",9.5022049033838e-16,0.360374673464047,0.571,0.37,1.57147464692161e-11,"4","SNHG7"
"CSTB",1.09916579211993e-15,0.338731349050706,0.581,0.383,1.81780038700794e-11,"4","CSTB"
"RPL391",1.22926071847753e-15,0.295234138439921,1,0.992,2.03295137621814e-11,"4","RPL39"
"IFI16",1.25729730401785e-15,0.315226320013683,0.675,0.443,2.07931828138473e-11,"4","IFI16"
"DEK",1.29469298344014e-15,0.31664163293453,0.497,0.294,2.1411632560133e-11,"4","DEK"
"RSRC2",1.61809054012145e-15,0.3118326519056,0.461,0.271,2.67599813525285e-11,"4","RSRC2"
"DDIT41",1.90380157986871e-15,0.573457973066067,0.422,0.244,3.14850705278687e-11,"4","DDIT4"
"ATP6V1G1",3.21395162076022e-15,0.300563039582317,0.821,0.63,5.31523319041326e-11,"4","ATP6V1G1"
"PPP1R15A1",3.87765045006598e-15,0.463003272854805,0.756,0.562,6.41285831431912e-11,"4","PPP1R15A"
"NSA2",5.45011558395458e-15,0.322003948355709,0.552,0.349,9.01340115274409e-11,"4","NSA2"
"CHMP5",7.48241765588752e-15,0.26702552965339,0.386,0.207,1.23744223193068e-10,"4","CHMP5"
"SELL1",8.06425784626967e-15,0.35811356268029,0.76,0.544,1.33366696261608e-10,"4","SELL"
"RPS7",1.17023264353232e-14,0.269588459361089,1,0.987,1.93533074587376e-10,"4","RPS7"
"EVI2B1",1.33041331580433e-14,0.322542023609634,0.76,0.542,2.20023754167721e-10,"4","EVI2B"
"BANK11",1.40709554576913e-14,0.351150740462639,0.737,0.53,2.32705461359298e-10,"4","BANK1"
"NOP10",1.70432790827695e-14,0.2952913255529,0.643,0.433,2.81861749470841e-10,"4","NOP10"
"GPBP1",1.9015565118599e-14,0.310103900245866,0.484,0.297,3.14479415931391e-10,"4","GPBP1"
"BST2",2.05321311959819e-14,0.275743570705012,0.64,0.417,3.39560385719149e-10,"4","BST2"
"P2RY10",2.06252102751376e-14,0.282560588948301,0.308,0.152,3.41099727530226e-10,"4","P2RY10"
"COMMD6",2.42422832871974e-14,0.333680096147841,0.903,0.733,4.0091888100367e-10,"4","COMMD6"
"CKS2",2.58177167665264e-14,0.293516824495735,0.286,0.136,4.26973399884814e-10,"4","CKS2"
"DUSP2",2.88491834556023e-14,0.537262657889981,0.406,0.23,4.7710779598875e-10,"4","DUSP2"
"BBX",5.10786483999259e-14,0.292771923047595,0.409,0.232,8.44738687237974e-10,"4","BBX"
"SAT11",5.29271925488395e-14,0.409284273944993,0.828,0.659,8.75309910372708e-10,"4","SAT1"
"MAP1LC3B",5.74091458406621e-14,0.2884746283701,0.497,0.307,9.4943245391287e-10,"4","MAP1LC3B"
"PIK3IP1",5.74531137551934e-14,0.339981689284765,0.403,0.231,9.50159595283389e-10,"4","PIK3IP1"
"RHOB",7.03235398904355e-14,0.32505618273517,0.325,0.167,1.16301070270802e-09,"4","RHOB"
"HIGD2A",8.94577582683064e-14,0.307605982405713,0.649,0.453,1.47945240624125e-09,"4","HIGD2A"
"GSTO1",1.38771915635562e-13,0.251219427712742,0.425,0.245,2.29500994078092e-09,"4","GSTO1"
"RPL131",1.53963457994766e-13,0.270235964089625,1,0.999,2.54624766831744e-09,"4","RPL13"
"FNIP1",2.13786192776445e-13,0.268407497493143,0.364,0.197,3.53559605613684e-09,"4","FNIP1"
"RPL51",2.33289047783849e-13,0.27081463998722,1,0.971,3.8581342722493e-09,"4","RPL5"
"CCT3",3.69915432122784e-13,0.286104826124363,0.468,0.29,6.11766141644661e-09,"4","CCT3"
"GCC2",4.36681964549928e-13,0.304062374261474,0.406,0.238,7.2218463297267e-09,"4","GCC2"
"RPS141",4.86017765989088e-13,0.258291718662527,1,0.996,8.03776181392753e-09,"4","RPS14"
"TAGAP",5.26159070921752e-13,0.329085515304502,0.37,0.211,8.70161871490394e-09,"4","TAGAP"
"RPL18A1",5.96816163541859e-13,0.260271078996795,1,0.997,9.87014571265526e-09,"4","RPL18A"
"RP5-887A10.11",1.04760687528811e-12,0.345982091091166,0.38,0.209,1.73253225035147e-08,"4","RP5-887A10.1"
"TRIM22",1.15978658726117e-12,0.283946110942491,0.39,0.224,1.91805505801252e-08,"4","TRIM22"
"CXCR41",1.34946675779138e-12,0.442205065697736,0.909,0.775,2.23174812403538e-08,"4","CXCR4"
"RPS3A1",2.05438146222693e-12,0.264142907143075,1,0.991,3.39753606223089e-08,"4","RPS3A"
"CYTIP",2.1833296417715e-12,0.36295491661212,0.623,0.463,3.61079056156171e-08,"4","CYTIP"
"LY9",2.56000729253214e-12,0.266842597422004,0.351,0.193,4.23374006038966e-08,"4","LY9"
"CCNI",2.62930164402409e-12,0.267655850853719,0.88,0.679,4.34833905888704e-08,"4","CCNI"
"DRAM2",2.68836582601464e-12,0.260979452304393,0.575,0.379,4.44601940306302e-08,"4","DRAM2"
"PPM1K",3.75752491300296e-12,0.307692806146121,0.51,0.332,6.21419470112429e-08,"4","PPM1K"
"TOMM20",4.09897288496367e-12,0.25401318958491,0.529,0.347,6.77888135715291e-08,"4","TOMM20"
"CD531",5.47613326629381e-12,0.276353214549356,0.857,0.697,9.0564291957967e-08,"4","CD53"
"CD241",6.00498478862531e-12,0.337089534965629,0.503,0.329,9.93104384342854e-08,"4","CD24"
"HLA-DMB1",7.34238062522027e-12,0.297442541483372,0.786,0.569,1.21428290779893e-07,"4","HLA-DMB"
"RPS191",1.44095892172634e-11,0.268641240563199,1,0.999,2.38305786475102e-07,"4","RPS19"
"UQCRB",1.81571726353585e-11,0.311515079652645,0.88,0.748,3.00283321043559e-07,"4","UQCRB"
"HLA-DQA12",1.84695855300461e-11,0.319451842977366,0.958,0.802,3.05450005495903e-07,"4","HLA-DQA1"
"MARCKSL11",2.41028900254786e-11,0.270074603715498,0.545,0.366,3.98613595241365e-07,"4","MARCKSL1"
"TMEM156",3.95015385828819e-11,0.271510725854958,0.364,0.211,6.53276445083701e-07,"4","TMEM156"
"MPHOSPH8",4.08885178803996e-11,0.286806405194039,0.477,0.317,6.76214308706049e-07,"4","MPHOSPH8"
"IFITM2",5.35923013887014e-11,0.253031000038981,0.805,0.631,8.86309480366344e-07,"4","IFITM2"
"HLA-DRA2",1.19194226546085e-10,0.28816287535859,1,0.939,1.97123411861915e-06,"4","HLA-DRA"
"TNFAIP8",1.64534043646446e-10,0.273114350994979,0.565,0.399,2.72106401382492e-06,"4","TNFAIP8"
"UBE2B",2.06554738508643e-10,0.270734430142456,0.399,0.253,3.41600226545594e-06,"4","UBE2B"
"ZFP36L1",3.36969289300254e-10,0.340445615662551,0.669,0.493,5.5727981064476e-06,"4","ZFP36L1"
"SEC62",4.0118750307816e-10,0.277359614860488,0.705,0.538,6.6348389259066e-06,"4","SEC62"
"TCF41",5.31563342696581e-10,0.258520311858792,0.442,0.287,8.79099456151606e-06,"4","TCF4"
"STAG31",8.32103511237015e-10,0.264523513296891,0.305,0.171,1.37613278688378e-05,"4","STAG3"
"ARID5B",1.03948375267316e-09,0.289608331802314,0.419,0.272,1.71909823017086e-05,"4","ARID5B"
"RGS21",1.16579861157828e-09,0.319791766889632,0.406,0.253,1.92799774382815e-05,"4","RGS2"
"CD79B1",5.92579568219882e-09,0.256228867045749,0.919,0.746,9.80008089922041e-05,"4","CD79B"
"PLAC81",7.39768753754956e-09,0.291845226386718,0.601,0.455,0.000122342956495995,"4","PLAC8"
"IL4R1",1.18230385750552e-08,0.333291982319637,0.25,0.142,0.000195529411954263,"4","IL4R"
"GPR1831",7.48678076016127e-08,0.271901229619475,0.49,0.347,0.00123816380211547,"4","GPR183"
"DUSP11",1.29938213560542e-06,0.259208405869954,0.87,0.775,0.0214891817586424,"4","DUSP1"
"FCER21",0.000219011212447367,0.259685171959568,0.373,0.288,1,"4","FCER2"
